"","state","year","barrels","type"
"1720","RI",2011,3371,"Kegs and Barrels"
"1721","RI",2012,4104.34,"Kegs and Barrels"
"1722","RI",2013,5174.14,"Kegs and Barrels"
"1723","RI",2014,4551.43,"Kegs and Barrels"
"1724","RI",2015,3969.48,"Kegs and Barrels"
"1725","RI",2016,3675.99,"Kegs and Barrels"
"1726","RI",2017,7854.41,"Kegs and Barrels"
"1727","RI",2018,15630.68,"Kegs and Barrels"
"1728","RI",2019,19862.36,"Kegs and Barrels"
"1729","SC",2008,6193.71,"Kegs and Barrels"
"1730","SC",2009,6192.25,"Kegs and Barrels"
"1731","SC",2010,7558.6,"Kegs and Barrels"
"1732","SC",2011,11769.84,"Kegs and Barrels"
"1733","SC",2012,15831.87,"Kegs and Barrels"
"1734","SC",2013,18103.48,"Kegs and Barrels"
"1735","SC",2014,19762.34,"Kegs and Barrels"
"1736","SC",2015,19492.06,"Kegs and Barrels"
"1737","SC",2016,13380.82,"Kegs and Barrels"
"1738","SC",2017,20748.53,"Kegs and Barrels"
"1739","SC",2018,14709.1,"Kegs and Barrels"
"1740","SC",2019,14289.9,"Kegs and Barrels"
"1741","SD",2008,572,"Kegs and Barrels"
"1742","SD",2009,559,"Kegs and Barrels"
"1743","SD",2010,586,"Kegs and Barrels"
"1744","SD",2011,1237.88,"Kegs and Barrels"
"1745","SD",2012,1521.5,"Kegs and Barrels"
"1746","SD",2013,1753.5,"Kegs and Barrels"
"1747","SD",2014,1923.75,"Kegs and Barrels"
"1748","SD",2015,2406.63,"Kegs and Barrels"
"1749","SD",2016,2606.53,"Kegs and Barrels"
"1750","SD",2017,3319.71,"Kegs and Barrels"
"1751","SD",2018,2298.83,"Kegs and Barrels"
"1752","SD",2019,2675.96,"Kegs and Barrels"
"1753","TN",2008,10155.49,"Kegs and Barrels"
"1754","TN",2009,10982.71,"Kegs and Barrels"
"1755","TN",2010,12988.82,"Kegs and Barrels"
"1756","TN",2011,17597.04,"Kegs and Barrels"
"1757","TN",2012,28387.58,"Kegs and Barrels"
"1758","TN",2013,31767.12,"Kegs and Barrels"
"1759","TN",2014,60753.94,"Kegs and Barrels"
"1760","TN",2015,87084.56,"Kegs and Barrels"
"1761","TN",2016,72261.38,"Kegs and Barrels"
"1762","TN",2017,64760.02,"Kegs and Barrels"
"1763","TN",2018,54131.48,"Kegs and Barrels"
"1764","TN",2019,35017.56,"Kegs and Barrels"
"1765","TX",2008,1094276.99,"Kegs and Barrels"
"1766","TX",2009,1131030.13,"Kegs and Barrels"
"1767","TX",2010,1143881.77,"Kegs and Barrels"
"1768","TX",2011,1152638.24,"Kegs and Barrels"
"1769","TX",2012,1144585.8,"Kegs and Barrels"
"1770","TX",2013,1038542.78,"Kegs and Barrels"
"1771","TX",2014,1060536.45,"Kegs and Barrels"
"1772","TX",2015,1037119.99,"Kegs and Barrels"
"1773","TX",2016,1073417.23,"Kegs and Barrels"
"1774","TX",2017,1057055.7,"Kegs and Barrels"
"1775","TX",2018,1069103.27,"Kegs and Barrels"
"1776","TX",2019,1056401.63,"Kegs and Barrels"
"1777","UT",2008,26717.11,"Kegs and Barrels"
"1778","UT",2009,25943.15,"Kegs and Barrels"
"1779","UT",2010,29194.74,"Kegs and Barrels"
"1780","UT",2011,34548.18,"Kegs and Barrels"
"1781","UT",2012,43143.32,"Kegs and Barrels"
"1782","UT",2013,45937.83,"Kegs and Barrels"
"1783","UT",2014,51425.32,"Kegs and Barrels"
"1784","UT",2015,54961.49,"Kegs and Barrels"
"1785","UT",2016,54169.39,"Kegs and Barrels"
"1786","UT",2017,54184.15,"Kegs and Barrels"
"1787","UT",2018,51234.23,"Kegs and Barrels"
"1788","UT",2019,39701.03,"Kegs and Barrels"
"1789","VA",2008,1425448.78,"Kegs and Barrels"
"1790","VA",2009,1186492.73,"Kegs and Barrels"
"1791","VA",2010,1152090.46,"Kegs and Barrels"
"1792","VA",2011,1165692.37,"Kegs and Barrels"
"1793","VA",2012,1175467.01,"Kegs and Barrels"
"1794","VA",2013,1134449.57,"Kegs and Barrels"
"1795","VA",2014,1048495.09,"Kegs and Barrels"
"1796","VA",2015,1017740.25,"Kegs and Barrels"
"1797","VA",2016,1253898.31,"Kegs and Barrels"
"1798","VA",2017,1463360.4,"Kegs and Barrels"
"1799","VA",2018,1272328.62,"Kegs and Barrels"
"1800","VA",2019,1186030.99,"Kegs and Barrels"
"1801","VT",2008,70621.02,"Kegs and Barrels"
"1802","VT",2009,86533.33,"Kegs and Barrels"
"1803","VT",2010,105473.36,"Kegs and Barrels"
"1804","VT",2011,91368.48,"Kegs and Barrels"
"1805","VT",2012,98154.92,"Kegs and Barrels"
"1806","VT",2013,98852.28,"Kegs and Barrels"
"1807","VT",2014,93531.96,"Kegs and Barrels"
"1808","VT",2015,89387.18,"Kegs and Barrels"
"1809","VT",2016,68330.18,"Kegs and Barrels"
"1810","VT",2017,64791.32,"Kegs and Barrels"
"1811","VT",2018,66620.54,"Kegs and Barrels"
"1812","VT",2019,69498.8,"Kegs and Barrels"
"1813","WA",2008,165425.08,"Kegs and Barrels"
"1814","WA",2009,155111.48,"Kegs and Barrels"
"1815","WA",2010,195436.87,"Kegs and Barrels"
"1816","WA",2011,218671.75,"Kegs and Barrels"
"1817","WA",2012,240103.86,"Kegs and Barrels"
"1818","WA",2013,274558.65,"Kegs and Barrels"
"1819","WA",2014,297547.82,"Kegs and Barrels"
"1820","WA",2015,291509.7,"Kegs and Barrels"
"1821","WA",2016,251896.07,"Kegs and Barrels"
"1822","WA",2017,222188.23,"Kegs and Barrels"
"1823","WA",2018,222168.19,"Kegs and Barrels"
"1824","WA",2019,208289.99,"Kegs and Barrels"
"1825","WI",2008,1039757.77,"Kegs and Barrels"
"1826","WI",2009,1191461.86,"Kegs and Barrels"
"1827","WI",2010,1130525.73,"Kegs and Barrels"
"1828","WI",2011,981225.81,"Kegs and Barrels"
"1829","WI",2012,1038914.37,"Kegs and Barrels"
"1830","WI",2013,1071651.35,"Kegs and Barrels"
"1831","WI",2014,1066520.15,"Kegs and Barrels"
"1832","WI",2015,937817.99,"Kegs and Barrels"
"1833","WI",2016,1010565.53,"Kegs and Barrels"
"1834","WI",2017,1093376.11,"Kegs and Barrels"
"1835","WI",2018,1047608.3,"Kegs and Barrels"
"1836","WI",2019,799948.2,"Kegs and Barrels"
"1837","WV",2008,1655.04,"Kegs and Barrels"
"1838","WV",2009,1725.47,"Kegs and Barrels"
"1839","WV",2010,2582.42,"Kegs and Barrels"
"1840","WV",2011,3264.98,"Kegs and Barrels"
"1841","WV",2012,3701.81,"Kegs and Barrels"
"1842","WV",2013,4525.59,"Kegs and Barrels"
"1843","WV",2014,5160.63,"Kegs and Barrels"
"1844","WV",2015,6640.44,"Kegs and Barrels"
"1845","WV",2016,3835.3,"Kegs and Barrels"
"1846","WV",2017,3564.32,"Kegs and Barrels"
"1847","WV",2018,3278.68,"Kegs and Barrels"
"1848","WV",2019,4017.18,"Kegs and Barrels"
"1849","WY",2008,2989.71,"Kegs and Barrels"
"1850","WY",2009,2489.98,"Kegs and Barrels"
"1851","WY",2010,3852.33,"Kegs and Barrels"
"1852","WY",2011,5055.71,"Kegs and Barrels"
"1853","WY",2012,5752.17,"Kegs and Barrels"
"1854","WY",2013,7216.88,"Kegs and Barrels"
"1855","WY",2014,8379.14,"Kegs and Barrels"
"1856","WY",2015,9671.7,"Kegs and Barrels"
"1857","WY",2016,8328.08,"Kegs and Barrels"
"1858","WY",2017,8312.15,"Kegs and Barrels"
"1859","WY",2018,16731.39,"Kegs and Barrels"
"1860","WY",2019,18726.19,"Kegs and Barrels"
"1861","total",2008,17285670.24,"Kegs and Barrels"
"1862","total",2009,17461286.16,"Kegs and Barrels"
"1863","total",2010,17725898.72,"Kegs and Barrels"
"1864","total",2011,17817251.15,"Kegs and Barrels"
"1865","total",2012,18157777.56,"Kegs and Barrels"
"1866","total",2013,18097967.51,"Kegs and Barrels"
"1867","total",2014,18176128.25,"Kegs and Barrels"
"1868","total",2015,17750504.62,"Kegs and Barrels"
"1869","total",2016,17000382.28,"Kegs and Barrels"
"1870","total",2017,16514866.69,"Kegs and Barrels"
"1871","total",2018,15662381.42,"Kegs and Barrels"
"1872","total",2019,14880067.09,"Kegs and Barrels"
